Year,Country,Happiness Score,Social Support,Healthy Life Expectancy,Freedom,Corruption,Generosity,Log GDP per Capita
2020,Ghana,5.147999763,0.728601098,57.20398712,0.794796526,0.847964764,0.094170853,8.655986377
2021,Ghana,5.088,0.727,57.586,0.807,0.848,0.123,8.58
2015,Greece,4.857,0.92933,0.88213,0.07699,0.01397,0,10.19467709
2016,Greece,5.033,0.75473,0.80029,0.05822,0.04127,0,10.22237032
2017,Greece,5.227000237,1.239414573,0.810198903,0.095731251,0.043289777,0,10.26133195
2018,Greece,5.358,1.202,0.879,0.131,0.044,0,10.29612231
2019,Greece,5.287,1.156,0.999,0.067,0.034,0,10.32075825
2020,Greece,5.514999866,0.814380348,72.40525818,0.541345119,0.859931409,-0.300907373,10.23672401
2021,Greece,5.723,0.823,72.6,0.582,0.823,-0.288,10.279
2015,Guatemala,6.123,1.04356,0.64425,0.57733,0.09472,0.27489,9.011211238
2016,Guatemala,6.324,0.87119,0.54039,0.50379,0.08701,0.28808,9.014537926
2017,Guatemala,6.453999996,1.255585194,0.54023999,0.531310618,0.077223279,0.283488393,9.026683942
2018,Guatemala,6.382,1.268,0.608,0.604,0.071,0.179,9.067087278
2019,Guatemala,6.436,1.269,0.746,0.535,0.078,0.175,9.107117133
2020,Guatemala,6.398900032,0.816621482,64.8089447,0.908147573,0.783237457,-0.042938665,9.088587344
2021,Guatemala,6.435,0.813,64.958,0.906,0.775,-0.038,9.053
2015,Guinea,3.656,0.46475,0.24009,0.37725,0.12139,0.28657,7.506241358
2016,Guinea,3.607,0.3109,0.18829,0.30953,0.1192,0.29914,7.639469595
2017,Guinea,3.506999969,0.791244686,0.194129139,0.348587513,0.110937618,0.264815092,7.790614884
2018,Guinea,3.964,0.792,0.211,0.394,0.094,0.185,7.847655018
2019,Guinea,4.534,0.829,0.375,0.332,0.086,0.207,7.891926577
2020,Guinea,4.949299812,0.637573481,54.46780014,0.706846774,0.761794448,0.076328471,7.943542202
2021,Guinea,4.984,0.639,55.008,0.697,0.766,0.095,7.838
2015,Haiti,4.518,0.74302,0.38847,0.24425,0.17175,0.46187,7.971991649
2016,Haiti,4.028,0.29561,0.27494,0.12072,0.14476,0.47958,8.033993705
2017,Haiti,3.602999926,0.640449822,0.27732113,0.030369857,0.09987215,0.489203781,8.056204609
2018,Haiti,3.582,0.714,0.289,0.025,0.104,0.392,8.083730771
2019,Haiti,3.597,0.688,0.449,0.026,0.11,0.419,8.07193682
2020,Haiti,3.720799923,0.593247831,55.59862518,0.537825167,0.684767246,0.40053457,8.037605885
2021,Haiti,3.615,0.54,55.7,0.593,0.721,0.422,7.477
2015,Honduras,4.788,0.95348,0.6951,0.40148,0.06825,0.23027,8.481233398
2016,Honduras,4.871,0.75596,0.58383,0.26755,0.06906,0.2044,8.546216925
2017,Honduras,5.181000233,1.143944979,0.58256948,0.34807986,0.073345453,0.236188874,8.623712053
2018,Honduras,5.504,1.205,0.622,0.459,0.074,0.197,8.668496505
2019,Honduras,5.86,1.236,0.828,0.507,0.078,0.246,8.695969203
2020,Honduras,5.953199863,0.821870148,67.19876862,0.870603263,0.801131904,0.086969115,8.59789431
2021,Honduras,5.919,0.812,67.3,0.857,0.809,0.081,8.648
2015,Hong Kong,5.474,1.05818,1.01328,0.59608,0.37124,0.39478,10.94038287
2016,Hong Kong,5.458,0.87021,0.95277,0.48079,0.31647,0.40097,10.95468347
2017,Hong Kong,5.472000122,1.262790918,0.943062425,0.490968645,0.293933749,0.374465793,10.99958415
2018,Hong Kong,5.43,1.29,1.03,0.524,0.291,0.246,11.04338665
2019,Hong Kong,5.43,1.277,1.122,0.44,0.287,0.258,11.03659951
2020,Hong Kong,5.510399818,0.845969081,76.77170563,0.779833794,0.420607209,0.134979904,10.98925281
2021,Hong Kong,5.477,0.836,76.82,0.717,0.403,0.067,11
2015,Hungary,4.8,1.20215,0.75905,0.32112,0.02758,0.128,10.19640323
2016,Hungary,5.145,0.93164,0.67608,0.1977,0.04472,0.099,10.23808796
2017,Hungary,5.323999882,1.343133092,0.687763453,0.175863519,0.036636937,0.078401662,10.29218352
2018,Hungary,5.62,1.401,0.732,0.259,0.022,0.061,10.37077107
2019,Hungary,5.758,1.41,0.828,0.199,0.02,0.081,10.41974664
2020,Hungary,6.000400066,0.921934128,67.60997009,0.718964577,0.892916501,-0.194323018,10.40660053
2021,Hungary,5.992,0.943,68,0.755,0.876,-0.186,10.358
2015,Iceland,7.561,1.40223,0.94784,0.62877,0.14145,0.4363,10.80367053
2016,Iceland,7.501,1.18326,0.86733,0.56624,0.14975,0.47678,10.88707046
2017,Iceland,7.504000187,1.610574007,0.833552122,0.627162635,0.153526559,0.475540221,10.92663054
2018,Iceland,7.495,1.644,0.914,0.677,0.138,0.353,10.95450672
2019,Iceland,7.494,1.624,1.026,0.591,0.118,0.354,10.97318749
2020,Iceland,7.504499912,0.974669576,73,0.948891878,0.711709738,0.246944219,10.88971928
2021,Iceland,7.554,0.983,73,0.955,0.673,0.16,10.878
2015,India,4.565,0.38174,0.51529,0.39786,0.08492,0.26475,8.606093632
2016,India,4.404,0.29247,0.45091,0.40285,0.08722,0.25028,8.672462928
2017,India,4.315000057,0.754372597,0.455427617,0.469987005,0.092226885,0.231538489,8.729546272
2018,India,4.19,0.747,0.485,0.539,0.093,0.172,8.806178608
2019,India,4.015,0.765,0.588,0.498,0.085,0.2,8.853360237
2020,India,3.573299885,0.592200935,60.21518707,0.881444871,0.772042692,0.057551607,8.780164664
2021,India,3.819,0.603,60.633,0.893,0.774,0.089,8.755
2015,Indonesia,5.399,1.08708,0.63793,0.46611,0,0.51535,9.234760395
2016,Indonesia,5.314,0.87625,0.49374,0.39237,0.00322,0.56521,9.258604093
2017,Indonesia,5.262000084,1.274444699,0.492345721,0.443323463,0.015317135,0.611704588,9.299781702
2018,Indonesia,5.093,1.215,0.522,0.538,0.018,0.484,9.362611447
2019,Indonesia,5.192,1.203,0.66,0.491,0.028,0.498,9.41828933
2020,Indonesia,5.285600185,0.808379889,62.15584946,0.870614409,0.876296401,0.519586504,9.398704923
2021,Indonesia,5.345,0.811,62.236,0.873,0.867,0.542,9.365
2015,Iran,4.686,0.54447,0.69805,0.30033,0.05863,0.38086,9.51697683
2016,Iran,4.813,0.38857,0.64232,0.22544,0.0557,0.38538,9.547637248
2017,Iran,4.691999912,0.711551249,0.639333189,0.249322608,0.048761073,0.387242913,9.584374913
2018,Iran,4.707,0.771,0.691,0.459,0.129,0.282,9.5320845
2019,Iran,4.548,0.842,0.785,0.305,0.125,0.27,9.466002445
2020,Iran,4.672399998,0.694689691,66.00614929,0.647873282,0.714635968,0.117891103,9.498373394
2021,Iran,4.721,0.71,66.3,0.608,0.714,0.218,9.584
2015,Iraq,4.677,0.81889,0.60237,0,0.13788,0.17922,9.186447609
2016,Iraq,4.575,0.59205,0.51076,0.24856,0.13636,0.19589,9.151503604
2017,Iraq,4.497000217,0.978613198,0.50118047,0.288555533,0.107215755,0.199637264,9.261638903
2018,Iraq,4.456,0.971,0.536,0.304,0.095,0.148,9.288178104
2019,Iraq,4.437,0.98,0.574,0.241,0.089,0.148,9.341197018
2020,Iraq,4.784800053,0.747694969,59.90354919,0.633182645,0.82226181,-0.06956476,9.159754756
2021,Iraq,4.854,0.746,60.583,0.63,0.875,-0.053,9.24
2015,Ireland,6.94,1.36948,0.89533,0.61777,0.28703,0.45901,11.14227869
2016,Ireland,6.907,1.16157,0.81455,0.54008,0.29754,0.44963,11.17743316
2017,Ireland,6.977000237,1.558231115,0.809782624,0.573110342,0.298388153,0.427858323,11.26124357
2018,Ireland,6.977,1.583,0.876,0.614,0.306,0.307,11.345165
2019,Ireland,7.021,1.553,0.999,0.516,0.31,0.298,11.37801819
2020,Ireland,7.093699932,0.942081571,72.30078888,0.886982977,0.357184172,0.145784974,11.44229853
2021,Ireland,7.085,0.947,72.4,0.879,0.363,0.077,11.342
2015,Israel,7.278,1.22393,0.91387,0.41319,0.07785,0.33172,10.47644114
2016,Israel,7.267,0.99537,0.84917,0.36432,0.08728,0.32288,10.54120644
2017,Israel,7.212999821,1.376289964,0.838404,0.405988604,0.0852421,0.330082655,10.57442225
2018,Israel,6.814,1.559,0.883,0.533,0.272,0.354,10.59428509
2019,Israel,7.139,1.455,1.029,0.371,0.082,0.261,10.59673549
2020,Israel,7.128600121,0.913571239,73.20025635,0.747580588,0.78085506,0.10259372,10.58358923
2021,Israel,7.157,0.939,73.503,0.8,0.753,0.031,10.575
2015,Italy,5.948,1.19777,0.95446,0.26236,0.02901,0.22823,10.51595017
2016,Italy,5.977,1.04167,0.85102,0.18827,0.02556,0.16684,10.59480693
2017,Italy,5.964000225,1.444923282,0.853144348,0.256450713,0.028028091,0.172789648,10.63540152
2018,Italy,6,1.501,0.946,0.281,0.028,0.137,10.66979792
2019,Italy,6.223,1.488,1.039,0.231,0.03,0.158,10.69951167
2020,Italy,6.38740015,0.889878571,73.60168457,0.66465199,0.873404682,-0.043460999,10.6413345
2021,Italy,6.483,0.88,73.8,0.693,0.866,-0.084,10.623
2015,Ivory Coast,3.655,0.77115,0.15185,0.46866,0.17922,0.20165,
2016,Ivory Coast,3.916,0.57576,0.04476,0.40663,0.1553,0.20338,
2017,Ivory Coast,4.179999828,0.90478003,0.04864217,0.447706193,0.130061775,0.20123747,
2018,Ivory Coast,4.671,0.872,0.08,0.467,0.103,0.146,
2019,Ivory Coast,4.944,0.808,0.232,0.352,0.09,0.154,
2020,Ivory Coast,5.233300209,0.658048689,49.50377274,0.727909327,0.790771961,-0.043991156,
2021,Ivory Coast,5.306,0.644,50.114,0.741,0.794,-0.016,8.551
2015,Jamaica,5.709,1.15102,0.68741,0.50442,0.02299,0.2123,9.081603974
2016,Jamaica,5.51,0.96372,0.59469,0.43597,0.04294,0.22245,9.126323424
2017,Jamaica,5.31099987,1.368218064,0.641022384,0.474307239,0.055267781,0.233818337,9.169529288
2018,Jamaica,5.89,1.493,0.693,0.575,0.031,0.096,9.207194879
2019,Jamaica,5.89,1.478,0.831,0.49,0.028,0.107,9.229208705
2020,Jamaica,5.889800072,0.915701866,67.09999847,0.858068526,0.888890028,-0.125106767,9.13146767
2021,Jamaica,6.309,0.877,67.5,0.89,0.884,-0.137,9.186
2015,Japan,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,10.61885617
2016,Japan,5.921,1.06054,0.91491,0.46761,0.18985,0.10224,10.61209015
2017,Japan,5.920000076,1.436337829,0.913475871,0.505625546,0.163760737,0.120572768,10.63357117
2018,Japan,5.915,1.462,0.988,0.553,0.15,0.079,10.6502324
2019,Japan,5.886,1.419,1.088,0.445,0.14,0.069,10.65999845
2020,Japan,5.870800018,0.883545935,75.00096893,0.809961379,0.654558063,-0.246910349,10.65467672
2021,Japan,5.94,0.884,75.1,0.796,0.638,-0.258,10.611
2015,Jordan,5.192,1.05392,0.69639,0.40661,0.14293,0.11053,9.155322491
2016,Jordan,5.303,0.86216,0.60712,0.36023,0.13297,0.14262,9.153337849
2017,Jordan,5.335999966,1.239088893,0.604590058,0.418421149,0.119803272,0.17217046,9.210697806
2018,Jordan,5.161,1.265,0.645,0.468,0.134,0.13,9.235405349
2019,Jordan,4.906,1.225,0.815,0.383,0.13,0.11,9.258873162
2020,Jordan,4.633399963,0.80216372,66.79975128,0.75104779,0.700344324,-0.162565202,9.245225601
2021,Jordan,4.395,0.767,67,0.755,0.705,-0.167,9.182
2015,Kazakhstan,5.855,1.12241,0.64368,0.51649,0.08454,0.11827,10.05294658
2016,Kazakhstan,5.919,0.95544,0.57386,0.4052,0.11132,0.15011,10.07823151
2017,Kazakhstan,5.818999767,1.384369016,0.606041551,0.437454283,0.119282886,0.201964423,10.12113467
2018,Kazakhstan,5.79,1.516,0.631,0.454,0.121,0.148,10.17189734
2019,Kazakhstan,5.809,1.508,0.729,0.41,0.096,0.146,10.22071219
2020,Kazakhstan,6.057899952,0.934744895,64.60996246,0.811601937,0.764490843,-0.068488635,10.19445337
2021,Kazakhstan,6.152,0.952,65.2,0.853,0.733,-0.069,10.155
2015,Kenya,4.419,0.99876,0.41435,0.42215,0.05839,0.37542,8.211494296
2016,Kenya,4.356,0.7624,0.30147,0.40576,0.06686,0.41328,8.276622124
2017,Kenya,4.552999973,1.067950726,0.30998835,0.452763766,0.064641319,0.444860309,8.343693014
2018,Kenya,4.41,1.048,0.454,0.504,0.055,0.352,8.399125415
2019,Kenya,4.509,0.983,0.581,0.431,0.053,0.372,8.442702458
2020,Kenya,4.583000183,0.702652037,60.09693146,0.829747558,0.831499159,0.294681519,8.428996797
2021,Kenya,4.607,0.688,60.704,0.779,0.825,0.287,8.361
2015,Kosovo,5.589,0.81198,0.63132,0.24749,0.04741,0.2831,9.143894447
2016,Kosovo,5.401,0.66062,0.54,0.14396,0.06547,0.27992,9.211109
2017,Kosovo,5.278999805,1.137853503,0.54145205,0.260287941,0.057471618,0.319931448,9.253032826
2018,Kosovo,5.662,1.23,0.578,0.448,0.023,0.274,9.306867727
2019,Kosovo,6.1,1.232,0.758,0.489,0.006,0.262,9.375610655
2020,Kosovo,6.325200081,0.820726514,63.88555527,0.861535907,0.922328293,0.190933764,9.340284305
2021,Kosovo,6.372,0.821,63.813,0.869,0.917,0.257,9.318
2015,Kuwait,6.295,1.16594,0.72492,0.55499,0.25609,0.16228,10.76279854
2016,Kuwait,6.239,0.87758,0.63569,0.43166,0.23669,0.15965,10.70740429
2017,Kuwait,6.105000019,1.259698749,0.632105708,0.496337593,0.21515955,0.228289798,10.8367446
2018,Kuwait,6.083,1.301,0.675,0.554,0.106,0.167,10.85303063
2019,Kuwait,6.021,1.319,0.808,0.493,0.097,0.142,10.85826888
2020,Kuwait,6.102099895,0.846475244,66.76764679,0.872366488,0.760849059,-0.100184701,10.76441331
2021,Kuwait,6.106,0.843,66.9,0.867,0.736,-0.104,10.817
2015,Kyrgyzstan,5.286,1.15115,0.65088,0.43477,0.04232,0.3003,8.346364421
2016,Kyrgyzstan,5.185,0.95434,0.55449,0.40212,0.04762,0.38432,8.451304369
2017,Kyrgyzstan,5.004000187,1.394238591,0.553457797,0.454943389,0.039439179,0.428580374,8.526488166
2018,Kyrgyzstan,5.131,1.416,0.594,0.54,0.035,0.281,8.567201265
2019,Kyrgyzstan,5.261,1.438,0.723,0.508,0.023,0.3,8.6089959
2020,Kyrgyzstan,5.541500092,0.887228489,64.10601044,0.909374893,0.888396084,0.154772058,8.51011486
2021,Kyrgyzstan,5.744,0.893,64.401,0.935,0.908,0.119,8.538
2015,Laos,4.876,0.73803,0.54909,0.59591,0.24249,0.42192,8.727207944
2016,Laos,4.876,0.5497,0.38291,0.52168,0.22423,0.43079,8.831063282
2017,Laos,4.7495,0.79185,0.411955,0.57384,0.199115,0.330395,8.89487449
2018,Laos,4.623,1.034,0.441,0.626,0.174,0.23,8.958685698
2019,Laos,4.796,1.03,0.551,0.547,0.164,0.266,9.014347249
2020,Laos,4.888599873,0.737502217,58.70992279,0.907213569,0.634679317,0.11137148,9.016654471
2021,Laos,5.03,0.728,58.968,0.91,0.658,0.123,8.947
2015,Latvia,5.098,1.09562,0.72437,0.29671,0.06332,0.18226,10.12554195
2016,Latvia,5.56,0.95025,0.63952,0.27996,0.0889,0.17445,10.19323223
2017,Latvia,5.849999905,1.404714942,0.638566971,0.325707912,0.073842727,0.153074786,10.26373084
2018,Latvia,5.933,1.454,0.671,0.363,0.066,0.092,10.33776821
2019,Latvia,5.94,1.465,0.812,0.264,0.064,0.075,10.36983636
2020,Latvia,5.949999809,0.918288589,66.8074646,0.671237648,0.795580089,-0.186888844,10.35661471
2021,Latvia,6.032,0.927,67.1,0.715,0.8,-0.162,10.315
2015,Lebanon,4.839,0.80001,0.83947,0.33916,0.04582,0.21854,9.622844442
2016,Lebanon,5.129,0.64184,0.76171,0.26228,0.03061,0.23693,9.650883306
2017,Lebanon,5.224999905,1.129624248,0.735081077,0.288515985,0.03751383,0.264450759,9.68303168
2018,Lebanon,5.358,1.179,0.785,0.503,0.136,0.214,9.683735896
2019,Lebanon,5.197,1.224,0.815,0.216,0.027,0.166,9.627706396
2020,Lebanon,4.771500111,0.824338138,67.10658264,0.551357508,0.90225625,-0.06121527,9.402494543
2021,Lebanon,4.584,0.848,67.355,0.525,0.898,-0.073,9.626
2015,Lesotho,4.898,1.04103,0.07612,0.31767,0.12504,0.16388,8.03183966
2016,Lesotho,4.353000044,1.115562593,0.03806,0.35416565,0.12206732,0.160688636,7.960516646
2017,Lesotho,3.808000088,1.190095186,0,0.390661299,0.11909464,0.157497272,7.889193631
2018,Lesotho,3.808,1.215,0.079,0.423,0.112,0.116,7.892615016
2019,Lesotho,3.802,1.169,0.168,0.359,0.093,0.107,7.898484753
2020,Lesotho,3.652800083,0.780495703,48.00362396,0.738125861,0.857392073,-0.145732045,7.801423344
2021,Lesotho,3.512,0.787,48.7,0.715,0.915,-0.131,7.926
2015,Liberia,4.571,0.78968,0.34201,0.28531,0.06232,0.24362,7.179660625
2016,Liberia,3.622,0.50353,0.23165,0.25748,0.04852,0.24063,7.265284315
2017,Liberia,3.532999992,0.872117937,0.229918197,0.332881182,0.038948249,0.266549885,7.355128308
2018,Liberia,3.495,0.858,0.267,0.419,0.03,0.206,7.365837812
2019,Liberia,3.975,0.922,0.443,0.37,0.033,0.233,7.334277251
2020,Liberia,4.557899952,0.70928055,56.09631348,0.735268712,0.856375933,0.04227322,7.291900442
2021,Liberia,4.625,0.72,56.498,0.735,0.85,0.05,7.288
2015,Libya,5.754,1.11862,0.7038,0.41668,0.11023,0.18295,9.410831148
2016,Libya,5.615,0.95076,0.52304,0.40672,0.10339,0.17087,9.315485996
2017,Libya,5.525000095,1.35756433,0.52016902,0.46573323,0.09261021,0.152073666,9.490846801
2018,Libya,5.566,1.35,0.553,0.496,0.148,0.116,9.64073044
2019,Libya,5.525,1.303,0.673,0.416,0.152,0.133,9.668769582
2020,Libya,5.488800049,0.825942934,62.29999924,0.773157001,0.668779135,-0.085054487,9.291578507
2021,Libya,5.41,0.827,62.3,0.771,0.667,-0.087,9.622
2015,Lithuania,5.833,1.25745,0.73128,0.21342,0.01031,0.02641,10.26932536
2016,Lithuania,5.813,1.06411,0.64674,0.18929,0.0182,0.02025,10.33932572
2017,Lithuania,5.90199995,1.473516107,0.62894994,0.234231785,0.011865643,0.010164657,10.42708737
2018,Lithuania,5.952,1.527,0.716,0.35,0.006,0.026,10.50166971
2019,Lithuania,6.149,1.515,0.818,0.291,0.042,0.043,10.55947222
2020,Lithuania,6.215499878,0.926107109,67.29407501,0.747381449,0.809583843,-0.219725296,10.56831548
2021,Lithuania,6.255,0.935,67.906,0.773,0.826,-0.203,10.499
2015,Luxembourg,6.946,1.21963,0.91894,0.61583,0.37798,0.28034,11.58858646
2016,Luxembourg,6.871,1.03999,0.84542,0.5487,0.35329,0.27571,11.63836953
2017,Luxembourg,6.862999916,1.457583666,0.845089495,0.596627891,0.318834424,0.283180982,11.65256429
2018,Luxembourg,6.91,1.52,0.896,0.632,0.321,0.196,11.66963503
2019,Luxembourg,7.09,1.479,1.012,0.526,0.316,0.194,11.6728473
2020,Luxembourg,7.237500191,0.906912208,72.59999847,0.90563643,0.367084295,-0.004620588,11.67419538
2021,Luxembourg,7.324,0.908,72.6,0.907,0.386,-0.034,11.647
2015,Macedonia,5.007,1.00232,0.73545,0.33457,0.05327,0.22359,9.538801706
2016,Macedonia,5.121,0.78236,0.64738,0.27668,0.07047,0.23507,9.624963142
2017,Macedonia,5.175000191,1.207893014,0.644948184,0.325905979,0.060277794,0.253760964,9.661826364
2018,Macedonia,5.185,1.239,0.691,0.394,0.052,0.173,9.727792466
2019,Macedonia,5.274,1.294,0.838,0.345,0.034,0.185,9.773676116
2020,Macedonia,5.159800053,0.820392311,67.50442505,0.738840938,0.897490501,-0.019877451,9.738593524
2021,Macedonia,5.101,0.805,65.474,0.751,0.905,0.038,9.693
2015,Madagascar,3.681,0.66801,0.46721,0.19184,0.08124,0.21333,7.343967622
2016,Madagascar,3.695,0.46115,0.37109,0.13684,0.07506,0.2204,7.381917378
2017,Madagascar,3.644000053,0.913020372,0.375223309,0.189196765,0.067231975,0.20873253,7.367976541
2018,Madagascar,3.774,0.908,0.402,0.221,0.049,0.155,7.396451457
2019,Madagascar,3.933,0.916,0.555,0.148,0.041,0.169,7.430748117
2020,Madagascar,4.165599823,0.668195903,59.10542679,0.557574093,0.817485631,-0.011823639,7.342235565
2021,Madagascar,4.208,0.686,59.305,0.552,0.803,-0.005,7.396
2015,Malawi,4.292,0.41134,0.22562,0.43054,0.06977,0.33128,7.276373199
2016,Malawi,4.156,0.147,0.29364,0.4143,0.07564,0.30968,7.282320492
2017,Malawi,3.970000029,0.512568831,0.315089583,0.466914654,0.072711654,0.28717047,7.294477069
2018,Malawi,3.587,0.541,0.306,0.531,0.08,0.21,7.334765597
2019,Malawi,3.41,0.56,0.495,0.443,0.089,0.218,7.379099748
2020,Malawi,3.538000107,0.544007301,57.59288788,0.803223193,0.731700778,0.021433279,7.372498472
2021,Malawi,3.6,0.537,57.948,0.78,0.729,0.038,6.958
2015,Malaysia,5.77,1.07023,0.72394,0.53024,0.10501,0.33075,10.11867508
2016,Malaysia,6.005,0.88025,0.62366,0.39031,0.09081,0.41474,10.1482411
2017,Malaysia,6.084000111,1.284646034,0.618784428,0.402264982,0.065600708,0.41660893,10.19097613
2018,Malaysia,6.322,1.258,0.669,0.356,0.059,0.311,10.24847699
2019,Malaysia,5.339,1.171,0.828,0.508,0.024,0.26,10.29632004
2020,Malaysia,5.384300232,0.816509426,67.10215759,0.894626856,0.839302301,0.114726797,10.23723063
2021,Malaysia,5.384,0.817,67.102,0.895,0.839,0.125,10.238
2015,Mali,3.995,1.03526,0.20583,0.38857,0.12352,0.18798,7.617098528
2016,Mali,4.073,0.86333,0.16347,0.27544,0.13647,0.21064,7.691203123
2017,Mali,4.190000057,1.281473398,0.169365674,0.306613743,0.104970247,0.183354199,7.717261113
2018,Mali,4.447,1.233,0.152,0.367,0.056,0.139,7.757279378
2019,Mali,4.39,1.105,0.308,0.327,0.052,0.153,7.791476058
2020,Mali,4.729300022,0.731468976,51.72698212,0.71156615,0.839328408,-0.044366926,7.761314144
2021,Mali,4.723,0.724,51.969,0.697,0.827,-0.036,7.744
2015,Malta,6.302,1.30203,0.88721,0.60365,0.13586,0.51752,10.53090096
2016,Malta,6.488,1.09879,0.80315,0.54994,0.17554,0.56237,10.59380823
2017,Malta,6.52699995,1.488411665,0.821944237,0.588767052,0.153066069,0.574730575,10.66064375
2018,Malta,6.627,1.525,0.884,0.645,0.142,0.376,10.69690974
2019,Malta,6.726,1.52,0.999,0.564,0.151,0.375,10.73504141
2020,Malta,6.772799969,0.93037951,72.19999695,0.924911439,0.658547282,0.214965805,10.63923364
2021,Malta,6.602,0.931,72.2,0.927,0.653,0.133,10.674
2015,Mauritania,4.436,0.86908,0.35874,0.24232,0.17461,0.219,8.342876128
2016,Mauritania,4.201,0.84142,0.28639,0.1268,0.17955,0.22686,8.455340396
2017,Mauritania,4.291999817,1.27203083,0.28534928,0.096098043,0.136957005,0.201870024,8.538670716
2018,Mauritania,4.356,1.245,0.292,0.129,0.093,0.134,8.578868735
2019,Mauritania,4.49,1.167,0.489,0.066,0.088,0.106,8.625149482
2020,Mauritania,4.374599934,0.790819228,57.01017761,0.551522553,0.746223509,-0.106008142,8.592316638
2021,Mauritania,4.227,0.795,57.161,0.561,0.731,-0.106,8.542
2015,Mauritius,5.477,0.98521,0.7095,0.56066,0.07521,0.37744,9.864218284
2016,Mauritius,5.648,0.75695,0.66189,0.46145,0.05203,0.36951,9.937947865
2017,Mauritius,5.629000187,1.20956099,0.638007462,0.491247326,0.042181555,0.360933751,9.971852312
2018,Mauritius,5.891,1.387,0.684,0.584,0.05,0.245,10.03194019
2019,Mauritius,5.888,1.402,0.798,0.498,0.06,0.215,10.07899079
2020,Mauritius,6.101299763,0.910357833,66.40434265,0.889534533,0.805343091,-0.018318573,9.929667119
2021,Mauritius,6.049,0.905,66.701,0.867,0.789,-0.054,10.008
2015,Mexico,7.187,0.91451,0.81444,0.48181,0.21312,0.14074,9.814738328
2016,Mexico,6.778,0.7146,0.71143,0.37709,0.18355,0.11735,9.869085835
2017,Mexico,6.578000069,1.21086216,0.709978998,0.412730008,0.132774115,0.120990433,9.88945257
2018,Mexico,6.488,1.252,0.761,0.479,0.095,0.069,9.908283864
2019,Mexico,6.595,1.323,0.861,0.433,0.073,0.074,9.896615354
2020,Mexico,6.465000153,0.838665426,68.29902649,0.858709276,0.806821585,-0.175266623,9.822498354
2021,Mexico,6.317,0.831,68.597,0.862,0.799,-0.147,9.859
2015,Moldova,5.889,1.01528,0.61826,0.32818,0.01615,0.20951,9.132902867
2016,Moldova,5.897,0.83132,0.52309,0.25202,0.01903,0.19997,9.269597267
2017,Moldova,5.837999821,1.251825571,0.589465201,0.240729049,0.010091286,0.208779126,9.363174538
2018,Moldova,5.64,1.301,0.62,0.232,0,0.171,9.446201405
2019,Moldova,5.529,1.328,0.739,0.245,0,0.181,9.516162409
2020,Moldova,5.607500076,0.843313575,65.01301575,0.721609175,0.913314283,-0.037741039,9.472735528
2021,Moldova,5.766,0.857,65.699,0.822,0.918,-0.079,9.454
2015,Mongolia,4.874,1.3006,0.60268,0.43626,0.02666,0.3323,9.27315309
2016,Mongolia,4.907,1.08983,0.55469,0.35972,0.03285,0.34539,9.281496275
2017,Mongolia,4.954999924,1.493011236,0.557783484,0.394143969,0.032902289,0.33846423,9.338408463
2018,Mongolia,5.125,1.517,0.575,0.395,0.032,0.253,9.418771498
2019,Mongolia,5.285,1.531,0.667,0.317,0.038,0.235,9.473789655
2020,Mongolia,5.456200123,0.937142491,62.30448532,0.693351328,0.863511205,0.098093867,9.422782638
2021,Mongolia,5.677,0.935,62.5,0.708,0.856,0.116,9.4
2015,Montenegro,5.192,0.90557,0.72521,0.1826,0.14296,0.1614,9.700933593
2016,Montenegro,5.161,0.74173,0.63533,0.15111,0.12721,0.17191,9.809142973
2017,Montenegro,5.236999989,1.238376498,0.667464674,0.194989055,0.088174194,0.197911024,9.887473266
2018,Montenegro,5.347,1.279,0.729,0.259,0.081,0.111,9.975306951
2019,Montenegro,5.523,1.361,0.871,0.197,0.08,0.142,10.04747173
2020,Montenegro,5.54610014,0.855314612,68.50534821,0.649565637,0.783121586,-0.075600356,9.904981991
2021,Montenegro,5.581,0.858,68.699,0.708,0.812,-0.034,9.94
2015,Morocco,5.013,0.64095,0.60954,0.41691,0.08546,0.07172,8.85722524
2016,Morocco,5.151,0.38595,0.59471,0.25646,0.08404,0.04053,8.869680021
2017,Morocco,5.235000134,0.774864435,0.597710669,0.408158332,0.087763183,0.032209955,8.897279878
2018,Morocco,5.254,0.797,0.669,0.46,0.074,0.026,8.939284089
2019,Morocco,5.208,0.782,0.782,0.418,0.076,0.036,8.970293069
2020,Morocco,5.094799995,0.592628479,65.89624023,0.772072434,0.815724611,-0.240377247,8.90510414
2021,Morocco,4.918,0.56,66.208,0.774,0.801,-0.236,8.903
2015,Mozambique,4.971,1.02626,0.09131,0.34037,0.15603,0.22269,7.163379987
2016,Mozambique,4.760500096,0.948480508,0.098982218,0.410580546,0.167733193,0.272459052,7.160425269
2017,Mozambique,4.550000191,0.870701015,0.106654435,0.480791092,0.179436386,0.322228104,7.15747055
2018,Mozambique,4.417,0.902,0.173,0.531,0.158,0.206,7.185918893
2019,Mozambique,4.466,0.986,0.39,0.494,0.138,0.197,7.197425183
2020,Mozambique,4.623600006,0.723874032,54.20582199,0.864451885,0.683019102,0.032375868,7.168121033
2021,Mozambique,4.794,0.744,54.706,0.882,0.684,0.061,7.158
