Year,Country,Happiness Score,Social Support,Healthy Life Expectancy,Freedom,Corruption,Generosity,Log GDP per Capita
2015,Myanmar,4.307,0.70905,0.48246,0.44017,0.19034,0.79588,8.320069025
2016,Myanmar,4.395,0.69981,0.3988,0.42692,0.20243,0.81971,8.301814351
2017,Myanmar,4.545000076,1.123235941,0.397522569,0.514492035,0.188816205,0.838075161,8.348666849
2018,Myanmar,4.308,1.174,0.429,0.58,0.178,0.598,8.428390609
2019,Myanmar,4.36,1.181,0.555,0.525,0.172,0.566,8.50515148
2020,Myanmar,4.308000088,0.78440702,58.96171188,0.895075202,0.645124316,0.560663998,8.541656627
2021,Myanmar,4.426,0.779,59.302,0.876,0.66,0.509,8.541
2015,Namibia,4.574,0.70362,0.34745,0.48614,0.10398,0.07795,9.252165552
2016,Namibia,4.574,0.70362,0.34745,0.48614,0.10398,0.07795,9.252165552
2017,Namibia,4.573999882,1.098470807,0.338611811,0.520303547,0.093146972,0.077133745,9.227337253
2018,Namibia,4.441,1.281,0.365,0.519,0.064,0.051,9.242774166
2019,Namibia,4.639,1.313,0.477,0.401,0.056,0.07,9.232843528
2020,Namibia,4.571100235,0.846880972,56.50148773,0.767520964,0.851449788,-0.18530646,9.137563939
2021,Namibia,4.574,0.818,56.799,0.719,0.847,-0.149,9.161
2015,Nepal,4.514,0.86449,0.56874,0.38282,0.05907,0.32296,8.005106927
2016,Nepal,4.793,0.69699,0.50073,0.37012,0.07008,0.3816,8.002919967
2017,Nepal,4.961999893,1.179283261,0.504130781,0.440305948,0.072975546,0.394096166,8.178974817
2018,Nepal,4.88,1.228,0.539,0.526,0.078,0.302,8.259541557
2019,Nepal,4.913,1.226,0.677,0.439,0.089,0.285,8.323589592
2020,Nepal,5.137199879,0.785512447,63.77917862,0.797565043,0.738099158,0.154168829,8.296173762
2021,Nepal,5.269,0.774,64.233,0.782,0.727,0.152,8.12
2015,Netherlands,7.378,1.28017,0.89284,0.61576,0.31814,0.4761,10.82553352
2016,Netherlands,7.339,1.02912,0.81231,0.55211,0.29927,0.47416,10.86453012
2017,Netherlands,7.376999855,1.428939223,0.810696125,0.585384488,0.282661825,0.47048983,10.91669869
2018,Netherlands,7.441,1.488,0.878,0.638,0.295,0.333,10.96520465
2019,Netherlands,7.488,1.522,0.999,0.557,0.298,0.322,10.98536602
2020,Netherlands,7.448900223,0.93913883,72.30091858,0.908547819,0.364717126,0.20761244,10.98982709
2021,Netherlands,7.464,0.942,72.4,0.913,0.338,0.175,10.932
2015,New Zealand,7.286,1.31967,0.90837,0.63938,0.42922,0.47501,10.53155428
2016,New Zealand,7.334,1.17278,0.83096,0.58147,0.41904,0.49401,10.5955292
2017,New Zealand,7.31400013,1.548195124,0.816759706,0.61406213,0.382816702,0.500005126,10.65219526
2018,New Zealand,7.324,1.601,0.876,0.669,0.389,0.365,10.65903296
2019,New Zealand,7.307,1.557,1.026,0.585,0.38,0.33,10.7241016
2020,New Zealand,7.299600124,0.949118972,73.20262909,0.936217487,0.22113885,0.191598073,10.7030495
2021,New Zealand,7.277,0.948,73.4,0.929,0.242,0.134,10.643
2015,Nicaragua,5.828,1.14184,0.74314,0.55475,0.19317,0.27815,8.574304914
2016,Nicaragua,5.992,0.89521,0.65213,0.46582,0.16292,0.29773,8.647177802
2017,Nicaragua,6.071000099,1.28721571,0.653095961,0.447551847,0.130687982,0.301674217,8.700183539
2018,Nicaragua,6.141,1.319,0.7,0.527,0.128,0.208,8.677140278
2019,Nicaragua,6.105,1.325,0.835,0.435,0.127,0.2,8.645096573
2020,Nicaragua,6.13710022,0.857497036,67.50717926,0.863902867,0.665950119,0.020959141,8.625100341
2021,Nicaragua,5.972,0.864,67.657,0.836,0.664,0.02,8.62
2015,Niger,3.845,0.77265,0.29707,0.47692,0.15639,0.19387,7.0434301
2016,Niger,3.856,0.6053,0.26162,0.38041,0.17176,0.2097,7.05041709
2017,Niger,4.027999878,0.993025005,0.268505007,0.363658696,0.138572946,0.228673846,7.058952605
2018,Niger,4.166,0.867,0.221,0.39,0.099,0.175,7.114138178
2019,Niger,4.628,0.774,0.366,0.318,0.102,0.188,7.151606055
2020,Niger,4.909599781,0.617435038,53.50009537,0.759772122,0.722530186,0.013860817,7.161046649
2021,Niger,5.074,0.641,53.78,0.806,0.693,0.018,7.098
2015,Nigeria,5.268,0.90432,0.16007,0.34334,0.0403,0.27233,8.599018823
2016,Nigeria,4.875,0.64498,0.05108,0.27854,0.0305,0.23219,8.563060828
2017,Nigeria,5.073999882,1.215770483,0.05691573,0.394952565,0.026121566,0.230947196,8.554557592
2018,Nigeria,5.155,1.172,0.048,0.462,0.032,0.201,8.571463246
2019,Nigeria,5.265,1.111,0.245,0.426,0.041,0.215,8.585352541
2020,Nigeria,4.724100113,0.73721689,49.86190796,0.759578407,0.861874342,0.033745807,8.553797327
2021,Nigeria,4.759,0.74,50.102,0.737,0.878,0.037,8.533
2015,Norway,7.522,1.33095,0.88521,0.66973,0.36503,0.34699,11.0082297
2016,Norway,7.498,1.1269,0.79579,0.59609,0.35776,0.37895,10.98427377
2017,Norway,7.537000179,1.53352356,0.796666503,0.635422587,0.315963835,0.362012237,11.06743111
2018,Norway,7.594,1.582,0.861,0.686,0.34,0.286,11.15350861
2019,Norway,7.554,1.582,1.028,0.603,0.341,0.271,11.10944586
2020,Norway,7.487999916,0.952486575,73.20078278,0.955750287,0.263218194,0.13453263,11.04523669
2021,Norway,7.392,0.954,73.3,0.96,0.27,0.093,11.053
2015,Pakistan,5.194,0.41411,0.51466,0.12102,0.10464,0.33671,8.383207861
2016,Pakistan,5.132,0.26135,0.40306,0.14622,0.1388,0.31185,8.391631457
2017,Pakistan,5.269000053,0.67269069,0.402047783,0.235215262,0.124348067,0.315446019,8.427532142
2018,Pakistan,5.472,0.81,0.424,0.334,0.113,0.216,8.487407274
2019,Pakistan,5.653,0.886,0.535,0.313,0.098,0.22,8.49625412
2020,Pakistan,5.69329977,0.689062297,58.25313568,0.734833717,0.745705426,0.04489987,8.479052976
2021,Pakistan,4.934,0.651,58.709,0.726,0.787,0.098,8.458
2015,Palestinian Territories,4.715,0.92558,0.66015,0.24499,0.12905,0.11251,
2016,Palestinian Territories,4.754,0.71629,0.56844,0.17744,0.10613,0.11154,
2017,Palestinian Territories,4.775000095,1.155647159,0.565666974,0.254711062,0.089282602,0.114173174,
2018,Palestinian Territories,4.743,1.217,0.602,0.266,0.076,0.086,
2019,Palestinian Territories,4.696,1.247,0.672,0.225,0.066,0.103,
2020,Palestinian Territories,4.552800179,0.825295925,62.25,0.645791829,0.824199975,-0.162079096,
2021,Palestinian Territories,4.517,0.826,62.25,0.653,0.821,-0.163,8.485
2015,Panama,6.786,1.1985,0.79661,0.5421,0.0927,0.24434,10.13931894
2016,Panama,6.701,0.98912,0.70835,0.48927,0.08423,0.2418,10.23381796
2017,Panama,6.452000141,1.373192549,0.706156135,0.550026834,0.070983924,0.210556939,10.32373781
2018,Panama,6.43,1.438,0.759,0.597,0.063,0.125,10.36672819
2019,Panama,6.321,1.442,0.91,0.516,0.054,0.109,10.39726478
2020,Panama,6.304800034,0.902094483,69.60301208,0.880366504,0.851588905,-0.153927714,10.19550341
2021,Panama,6.18,0.896,69.652,0.872,0.856,-0.166,10.35
2015,Paraguay,5.878,1.30477,0.66098,0.53899,0.08242,0.3424,9.348929731
2016,Paraguay,5.538,1.11111,0.58295,0.46235,0.07396,0.25296,9.39613286
2017,Paraguay,5.493000031,1.50728488,0.579250693,0.473507792,0.091065913,0.224150658,9.440701688
2018,Paraguay,5.681,1.522,0.615,0.541,0.074,0.162,9.483088907
2019,Paraguay,5.743,1.475,0.777,0.514,0.08,0.184,9.484103922
2020,Paraguay,5.692100048,0.898727894,65.63993835,0.885923445,0.834788501,0.007997713,9.478011769
2021,Paraguay,5.653,0.893,65.9,0.876,0.882,0.028,9.448
2015,Peru,5.824,0.97459,0.73017,0.41496,0.05989,0.14982,9.356371387
2016,Peru,5.743,0.81255,0.62994,0.37502,0.05292,0.14527,9.39377609
2017,Peru,5.715000153,1.218770385,0.630166113,0.450002879,0.047049087,0.126819715,9.434006137
2018,Peru,5.663,1.249,0.674,0.53,0.034,0.092,9.479473662
2019,Peru,5.697,1.274,0.854,0.455,0.027,0.083,9.502806526
2020,Peru,5.796800137,0.831075251,68.10023499,0.824766099,0.893714964,-0.16238822,9.382487136
2021,Peru,5.84,0.832,68.25,0.822,0.891,-0.154,9.458
2015,Philippines,5.073,1.03516,0.58114,0.62545,0.12279,0.24991,8.879997015
2016,Philippines,5.279,0.87877,0.47036,0.54854,0.11757,0.21674,8.949464096
2017,Philippines,5.429999828,1.253917575,0.468009055,0.585214674,0.099331893,0.193513423,9.002192422
2018,Philippines,5.524,1.312,0.513,0.643,0.105,0.12,9.073444168
2019,Philippines,5.631,1.293,0.657,0.558,0.107,0.117,9.136879704
2020,Philippines,6.006000042,0.846730053,61.92676163,0.915463448,0.733634114,-0.105463006,9.034777753
2021,Philippines,5.88,0.83,62,0.917,0.742,-0.097,9.076
2015,Poland,5.791,1.27948,0.77903,0.53122,0.04212,0.16759,10.19846988
2016,Poland,5.835,1.04685,0.69058,0.4519,0.055,0.14443,10.25139794
2017,Poland,5.97300005,1.44571197,0.699475348,0.520342112,0.059307806,0.158465967,10.31110047
2018,Poland,6.123,1.448,0.781,0.546,0.064,0.108,10.37202245
2019,Poland,6.182,1.438,0.884,0.483,0.05,0.117,10.42815002
2020,Poland,6.186299801,0.874257445,69.31113434,0.862055779,0.686927021,-0.205084071,10.44115705
2021,Poland,6.166,0.898,69.702,0.841,0.735,-0.165,10.382
2015,Portugal,5.102,1.13935,0.87519,0.51469,0.01078,0.13719,10.29758483
2016,Portugal,5.123,0.94367,0.79363,0.44727,0.01521,0.11691,10.36115776
2017,Portugal,5.195000172,1.367043018,0.795843542,0.4984653,0.015869452,0.095102713,10.40561698
2018,Portugal,5.41,1.429,0.884,0.562,0.017,0.055,10.46105964
2019,Portugal,5.693,1.431,0.999,0.508,0.025,0.047,10.49604262
2020,Portugal,5.910900116,0.886590719,72.40202332,0.888747811,0.892629504,-0.220714301,10.4384872
2021,Portugal,5.929,0.879,72.6,0.892,0.887,-0.244,10.421
2015,Romania,5.124,0.88588,0.7689,0.35068,0.00649,0.13748,9.980718725
2016,Romania,5.528,0.72803,0.67602,0.36712,0.00679,0.12889,10.09705687
2017,Romania,5.824999809,1.15009129,0.685158312,0.457003742,0.004387901,0.133519918,10.20883397
2018,Romania,5.945,1.219,0.726,0.528,0.001,0.088,10.28565695
2019,Romania,6.07,1.232,0.825,0.462,0.005,0.083,10.37040599
2020,Romania,6.123700142,0.825161517,67.20723724,0.842823207,0.934300244,-0.19781521,10.3771246
2021,Romania,6.14,0.832,67.355,0.845,0.938,-0.219,10.284
2015,Russia,5.716,1.23617,0.66926,0.36679,0.03005,0.00199,10.08935798
2016,Russia,5.856,1.05261,0.58991,0.32682,0.03586,0.02736,10.09113185
2017,Russia,5.962999821,1.469282389,0.547349334,0.373783112,0.032962881,0.052263822,10.16301872
2018,Russia,5.81,1.479,0.599,0.399,0.025,0.065,10.26886815
2019,Russia,5.648,1.452,0.726,0.334,0.031,0.082,10.30785635
2020,Russia,5.546000004,0.903150737,64.10045624,0.729892612,0.864802599,-0.151153743,10.30267333
2021,Russia,5.477,0.903,64.703,0.718,0.845,-0.111,10.189
2015,Rwanda,3.465,0.7737,0.42864,0.59201,0.55191,0.22628,7.498066506
2016,Rwanda,3.515,0.61586,0.31865,0.5432,0.50521,0.23552,7.540288165
2017,Rwanda,3.470999956,0.945707023,0.326424807,0.581843853,0.455220014,0.252756029,7.588449574
2018,Rwanda,3.408,0.896,0.4,0.636,0.444,0.2,7.668046816
2019,Rwanda,3.334,0.711,0.614,0.555,0.411,0.217,7.750062962
2020,Rwanda,3.312299967,0.54083544,61.09884644,0.900589406,0.183541179,0.055483952,7.702478447
2021,Rwanda,3.415,0.552,61.4,0.897,0.167,0.061,7.676
2015,Saudi Arabia,6.411,1.08393,0.72025,0.31048,0.32524,0.13706,10.79160783
2016,Saudi Arabia,6.379,0.84829,0.59267,0.37904,0.30008,0.15457,10.72512553
2017,Saudi Arabia,6.343999863,1.286677599,0.59014833,0.449750572,0.273432255,0.147616014,10.76439712
2018,Saudi Arabia,6.371,1.331,0.633,0.509,0.127,0.098,10.79416219
2019,Saudi Arabia,6.375,1.357,0.795,0.439,0.132,0.08,10.79851734
2020,Saudi Arabia,6.406499863,0.874067068,66.30514526,0.854191244,0.682619512,-0.168695062,10.75277609
2021,Saudi Arabia,6.494,0.891,66.603,0.877,0.684,-0.149,10.743
2015,Senegal,3.904,0.97619,0.4354,0.36772,0.10713,0.20843,7.996770603
2016,Senegal,4.219,0.77416,0.40457,0.31056,0.11681,0.19103,8.031364963
2017,Senegal,4.534999847,1.179691911,0.409362853,0.377922267,0.115460448,0.183468893,8.072126084
2018,Senegal,4.631,1.117,0.433,0.406,0.082,0.138,8.128274329
2019,Senegal,4.681,1.134,0.571,0.292,0.072,0.153,8.161551299
2020,Senegal,4.980800152,0.723616004,59.59915161,0.690596163,0.808785141,-0.052335154,8.161323638
2021,Senegal,5.132,0.71,59.802,0.695,0.801,-0.046,8.118
2015,Serbia,5.123,1.00964,0.74836,0.20107,0.02617,0.19231,9.611025209
2016,Serbia,5.177,0.81329,0.6458,0.15718,0.04339,0.20737,9.671435455
2017,Serbia,5.394999981,1.258189797,0.650784671,0.208715528,0.040903781,0.220125884,9.717821835
2018,Serbia,5.398,1.369,0.685,0.288,0.043,0.134,9.781209715
2019,Serbia,5.603,1.383,0.854,0.282,0.039,0.137,9.843871619
2020,Serbia,5.77820015,0.881475747,68.21020508,0.726495862,0.843509018,-0.073676221,9.857820522
2021,Serbia,6.078,0.873,68.6,0.778,0.835,0.002,9.787
2015,Sierra Leone,4.507,0.95571,0,0.4084,0.08786,0.21488,7.369405209
2016,Sierra Leone,4.635,0.628,0,0.30685,0.08196,0.23897,7.375643422
2017,Sierra Leone,4.709000111,0.984136045,0.005564754,0.318697691,0.071095176,0.293040901,7.398621475
2018,Sierra Leone,4.571,0.813,0,0.355,0.053,0.238,7.43504058
2019,Sierra Leone,4.374,0.841,0.242,0.309,0.045,0.252,7.482852828
2020,Sierra Leone,3.926399946,0.636142015,50.86514282,0.715315044,0.861330688,0.088660747,7.454201886
2021,Sierra Leone,3.849,0.63,51.651,0.717,0.866,0.084,7.434
2015,Singapore,6.798,1.02,1.02525,0.54252,0.4921,0.31105,11.3733731
2016,Singapore,6.739,0.86758,0.94719,0.4877,0.46987,0.32706,11.40107
2017,Singapore,6.572000027,1.353814363,0.949492395,0.549840569,0.464307785,0.345965981,11.46531418
2018,Singapore,6.343,1.451,1.008,0.631,0.457,0.261,11.51872022
2019,Singapore,6.262,1.463,1.141,0.556,0.453,0.271,11.53833394
2020,Singapore,6.377099991,0.910268962,76.80458069,0.926645339,0.109784193,0.029879224,11.49801515
2021,Singapore,6.377,0.915,76.953,0.927,0.082,-0.018,11.488
2015,Slovakia,5.995,1.26999,0.78902,0.31751,0.03431,0.16893,10.3077816
2016,Slovakia,6.078,1.08268,0.70367,0.23391,0.02947,0.13837,10.29707378
2017,Slovakia,6.09800005,1.505059242,0.712732911,0.295817465,0.024210852,0.136544481,10.31100227
2018,Slovakia,6.173,1.537,0.776,0.354,0.014,0.118,10.34864098
2019,Slovakia,6.198,1.504,0.881,0.334,0.014,0.121,10.37244547
2020,Slovakia,6.280600071,0.922493756,68.90634155,0.749952674,0.918096125,-0.124409303,10.35317553
2021,Slovakia,6.331,0.936,69.201,0.766,0.911,-0.124,10.369
2015,Slovenia,5.848,1.27385,0.87337,0.60855,0.03787,0.25328,10.3618059
2016,Slovenia,5.768,1.05613,0.79151,0.53164,0.03635,0.25738,10.43223298
2017,Slovenia,5.757999897,1.452518821,0.790828228,0.572575808,0.045128979,0.242649093,10.50527445
2018,Slovenia,5.948,1.506,0.856,0.633,0.051,0.16,10.5703304
2019,Slovenia,6.118,1.523,0.953,0.564,0.057,0.144,10.61326758
2020,Slovenia,6.363399982,0.939575672,71.1029892,0.936142623,0.817071021,-0.080603383,10.59083376
2021,Slovenia,6.461,0.948,71.4,0.949,0.806,-0.101,10.529
2015,South Africa,4.642,1.18468,0.27688,0.33207,0.08884,0.11973,9.525293101
2016,South Africa,4.459,0.96053,0.18611,0.42483,0.08415,0.13656,9.5286822
2017,South Africa,4.828999996,1.384788632,0.18708007,0.479246736,0.072509497,0.13936238,9.536781765
2018,South Africa,4.724,1.41,0.33,0.516,0.056,0.103,9.561637449
2019,South Africa,4.722,1.351,0.469,0.389,0.055,0.13,9.567298476
2020,South Africa,4.814099789,0.852532268,56.50601196,0.759330094,0.843423843,-0.109777324,9.500063411
2021,South Africa,4.956,0.86,56.904,0.749,0.86,-0.067,9.403
2015,South Korea,5.984,0.95774,0.96538,0.33208,0.07857,0.18557,10.54276972
2016,South Korea,5.835,0.72194,0.88645,0.25168,0.07716,0.18824,10.58596436
2017,South Korea,5.837999821,1.128274441,0.900214076,0.257921666,0.063282669,0.206674367,10.62028822
2018,South Korea,5.875,1.204,0.955,0.244,0.051,0.175,10.66956675
2019,South Korea,5.895,1.219,1.036,0.159,0.056,0.175,10.66999498
2020,South Korea,5.872399807,0.799387157,73.6027298,0.612965107,0.789067447,-0.043404032,10.72049833
2021,South Korea,5.845,0.799,73.9,0.672,0.727,-0.083,10.651
2015,Spain,6.329,1.31379,0.95562,0.45951,0.06398,0.18227,10.46033172
2016,Spain,6.361,1.12945,0.87896,0.37545,0.06137,0.17665,10.52637892
2017,Spain,6.402999878,1.532090902,0.8889606,0.40878123,0.070914097,0.190133572,10.58478797
2018,Spain,6.31,1.538,0.965,0.449,0.074,0.142,10.61389461
2019,Spain,6.354,1.484,1.062,0.362,0.079,0.153,10.63816794
2020,Spain,6.400899887,0.921125412,74.40270996,0.751989543,0.765859902,-0.050961714,10.53915925
2021,Spain,6.491,0.932,74.7,0.761,0.745,-0.081,10.571
2015,Sri Lanka,4.271,1.01905,0.70806,0.53726,0.09179,0.40828,9.355088735
2016,Sri Lanka,4.415,0.84783,0.62007,0.50817,0.07964,0.46978,9.411174163
2017,Sri Lanka,4.440000057,1.259976387,0.625130832,0.561213255,0.073653966,0.490863562,9.440189772
2018,Sri Lanka,4.471,1.314,0.672,0.585,0.05,0.307,9.485628053
2019,Sri Lanka,4.366,1.265,0.831,0.47,0.047,0.244,9.519504576
2020,Sri Lanka,4.327000141,0.825374067,67.20006561,0.837633669,0.859001756,0.081129618,9.489835031
2021,Sri Lanka,4.325,0.827,67.299,0.841,0.863,0.079,9.47
2015,Sweden,7.364,1.28907,0.91087,0.6598,0.43844,0.36262,10.80167813
2016,Sweden,7.291,1.08764,0.83121,0.58218,0.40867,0.38254,10.82834653
2017,Sweden,7.28399992,1.478162169,0.830875158,0.612924099,0.384398729,0.385399252,10.85799762
2018,Sweden,7.314,1.501,0.913,0.659,0.383,0.285,10.88784116
2019,Sweden,7.343,1.487,1.009,0.574,0.373,0.267,10.90776682
2020,Sweden,7.353499889,0.926311195,72.60076904,0.939144194,0.250880182,0.111614622,10.91577412
2021,Sweden,7.363,0.934,72.7,0.945,0.237,0.086,10.867
2015,Switzerland,7.587,1.34951,0.94143,0.66557,0.41978,0.29678,11.0977161
2016,Switzerland,7.509,1.14524,0.86303,0.58557,0.41203,0.28083,11.12880819
2017,Switzerland,7.493999958,1.516911745,0.858131289,0.620070577,0.367007285,0.290549278,11.14336168
2018,Switzerland,7.487,1.549,0.927,0.66,0.357,0.256,11.17969088
2019,Switzerland,7.48,1.526,1.052,0.572,0.343,0.263,11.18489253
2020,Switzerland,7.559899807,0.942846596,74.10244751,0.921336651,0.303728431,0.105911039,11.18083883
2021,Switzerland,7.571,0.942,74.4,0.919,0.292,0.025,11.117
2015,Taiwan,6.298,1.07617,0.8753,0.3974,0.08129,0.25376,
2016,Taiwan,6.379,0.92624,0.79565,0.32377,0.0663,0.25495,
2017,Taiwan,6.421999931,1.384565353,0.793984234,0.361466587,0.063829236,0.258360475,
2018,Taiwan,6.441,1.436,0.857,0.418,0.078,0.151,
2019,Taiwan,6.446,1.43,0.914,0.351,0.097,0.242,
2020,Taiwan,6.45539999,0.894309103,69.59999847,0.77153033,0.73188293,-0.073198698,
2021,Taiwan,6.584,0.898,69.6,0.784,0.721,-0.07,10.871
2015,Tajikistan,4.786,0.85563,0.57379,0.47216,0.15072,0.22974,8.055293314
2016,Tajikistan,4.996,0.75602,0.53119,0.43408,0.13509,0.25998,8.043950902
2017,Tajikistan,5.040999889,1.271463275,0.529235125,0.471566707,0.146377146,0.248997644,8.087312224
2018,Tajikistan,5.199,1.166,0.598,0.292,0.034,0.187,8.159753264
2019,Tajikistan,5.467,1.098,0.718,0.389,0.144,0.23,8.224932404
2020,Tajikistan,5.555699825,0.835297108,64.10459137,0.831383407,0.592076063,-0.025088511,8.257955356
2021,Tajikistan,5.466,0.86,64.281,0.832,0.553,-0.056,8.091
2015,Tanzania,3.781,1.00268,0.38215,0.32878,0.05747,0.34377,7.761508046
2016,Tanzania,3.666,0.77623,0.357,0.3176,0.05099,0.31472,7.815745295
2017,Tanzania,3.348999977,1.041989803,0.364509284,0.390017778,0.066035107,0.354256362,7.836213019
2018,Tanzania,3.303,0.991,0.381,0.481,0.097,0.27,7.883216919
2019,Tanzania,3.231,0.885,0.499,0.417,0.147,0.276,7.927741162
2020,Tanzania,3.476200104,0.688933194,57.49607468,0.82153976,0.619799435,0.109668687,7.930173936
2021,Tanzania,3.623,0.702,57.999,0.833,0.577,0.183,7.876
2015,Thailand,6.455,1.26504,0.7385,0.55664,0.03187,0.5763,9.669180103
2016,Thailand,6.474,1.04477,0.64915,0.49553,0.02833,0.58696,9.718133101
2017,Thailand,6.423999786,1.425792456,0.647239029,0.580200732,0.031612735,0.57212311,9.765543717
2018,Thailand,6.072,1.417,0.707,0.637,0.029,0.364,9.827157749
2019,Thailand,6.008,1.409,0.828,0.557,0.028,0.359,9.864427854
2020,Thailand,5.998799801,0.889973223,67.25059509,0.905063033,0.886272311,0.268685192,9.810977194
2021,Thailand,5.985,0.888,67.401,0.884,0.895,0.287,9.805
2015,Togo,2.839,0.13995,0.28443,0.36453,0.10731,0.16681,7.242320271
2016,Togo,3.303,0,0.24811,0.34678,0.11587,0.17517,7.57773801
2017,Togo,3.494999886,0.43188253,0.247105569,0.380426139,0.095665015,0.196896151,7.607004153
2018,Togo,3.999,0.474,0.253,0.434,0.101,0.158,7.654834818
2019,Togo,4.085,0.572,0.41,0.293,0.085,0.177,7.701487311
2020,Togo,4.187200069,0.551312625,54.71989822,0.649828613,0.757733464,0.002667875,7.706837047
2021,Togo,4.107,0.569,54.914,0.619,0.772,0.032,7.362
2015,Tunisia,4.739,0.60429,0.73793,0.26268,0.06358,0.06431,9.289621631
2016,Tunisia,5.045,0.43165,0.59577,0.23553,0.0817,0.03936,9.305070882
2017,Tunisia,4.804999828,0.86835146,0.613212049,0.28968069,0.086723149,0.049693357,9.326743765
2018,Tunisia,4.592,0.906,0.69,0.271,0.063,0.04,9.363810262
2019,Tunisia,4.461,1,0.815,0.167,0.055,0.059,9.384290014
2020,Tunisia,4.392199993,0.688718557,66.89785767,0.593361557,0.867590249,-0.216413811,9.289414657
2021,Tunisia,4.596,0.691,67.201,0.656,0.87,-0.201,9.266
2015,Turkey,5.332,0.94632,0.73172,0.22815,0.15746,0.12253,10.15632157
2016,Turkey,5.389,0.87717,0.64718,0.23889,0.12348,0.04707,10.18535338
2017,Turkey,5.5,1.337753177,0.637605608,0.3007406,0.09967158,0.046693042,10.23687714
2018,Turkey,5.483,1.38,0.686,0.324,0.109,0.106,10.23856526
2019,Turkey,5.373,1.36,0.808,0.195,0.106,0.083,10.19867155
2020,Turkey,5.131800175,0.826313555,66.90281677,0.608830452,0.748197377,-0.171046436,10.21227383
2021,Turkey,4.948,0.822,67.199,0.576,0.776,-0.139,10.24
2015,Turkmenistan,5.548,1.22668,0.53886,0.4761,0.30844,0.16979,9.524465776
2016,Turkmenistan,5.658,1.03817,0.44006,0.37408,0.28467,0.22567,9.536926442
2017,Turkmenistan,5.822000027,1.493149161,0.43772608,0.418271929,0.25927034,0.249924988,9.561351161
2018,Turkmenistan,5.636,1.533,0.517,0.417,0.037,0.199,9.629167711
2019,Turkmenistan,5.247,1.538,0.657,0.394,0.028,0.244,9.6924911
2020,Turkmenistan,5.119100094,0.958966196,62.21170807,0.826457024,0.883691847,0.187671542,
2021,Turkmenistan,5.066,0.983,62.409,0.877,0.888,0.273,9.629
2015,Uganda,3.931,1.13299,0.33861,0.45727,0.07267,0.29066,7.663287862
2016,Uganda,3.739,0.90981,0.19625,0.43653,0.06442,0.27102,7.646103125
2017,Uganda,4.080999851,1.129827738,0.217632607,0.443185955,0.057069719,0.325766057,7.637548918
2018,Uganda,4.161,1.09,0.237,0.45,0.061,0.259,7.685155398
2019,Uganda,4.189,1.069,0.443,0.356,0.06,0.252,7.729829593
2020,Uganda,4.43200016,0.764994621,55.70820236,0.731713951,0.836737812,0.099487431,7.738198367
2021,Uganda,4.636,0.781,56.101,0.709,0.855,0.122,7.677
2015,Ukraine,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,9.226639549
2016,Ukraine,4.324,1.01413,0.58628,0.12859,0.01829,0.20363,9.319033019
2017,Ukraine,4.096000195,1.394537568,0.575903952,0.122974776,0.023029471,0.270061463,9.380973967
2018,Ukraine,4.103,1.413,0.609,0.163,0.011,0.187,9.444078329
2019,Ukraine,4.332,1.39,0.739,0.178,0.01,0.187,9.49900765
2020,Ukraine,4.56069994,0.878879368,64.60678101,0.663081884,0.920636714,-0.030933706,9.476908173
2021,Ukraine,4.875,0.888,64.902,0.724,0.924,-0.011,9.436
2015,United Arab Emirates,6.901,1.12575,0.80925,0.64157,0.38583,0.26428,11.08063187
2016,United Arab Emirates,6.573,0.87114,0.72993,0.56215,0.35561,0.26591,11.06615212
2017,United Arab Emirates,6.647999763,1.266410232,0.726798236,0.60834527,0.324489564,0.360941947,11.11518453
2018,United Arab Emirates,6.774,0.776,0.67,0.284,,0.186,11.13569958
2019,United Arab Emirates,6.825,1.31,0.825,0.598,0.182,0.262,11.17255322
2020,United Arab Emirates,6.790800095,0.849181116,67.08278656,0.941345513,0.594502211,0.123450845,11.10903162
2021,United Arab Emirates,6.561,0.844,67.333,0.932,0.589,0.074,11.085
2015,United Kingdom,6.867,1.28548,0.90943,0.59625,0.32067,0.51912,10.66692718
2016,United Kingdom,6.725,1.08672,0.80991,0.50036,0.27399,0.50156,10.70628029
2017,United Kingdom,6.714000225,1.49646008,0.805335939,0.508190036,0.265428066,0.492774159,10.74445944
2018,United Kingdom,7.19,1.433,0.888,0.464,0.082,0.262,10.77003091
2019,United Kingdom,7.054,1.538,0.996,0.45,0.278,0.348,10.80042141
2020,United Kingdom,7.164500237,0.93668282,72.30160522,0.834743679,0.435915917,0.263732493,10.74683897
2021,United Kingdom,7.064,0.934,72.5,0.859,0.459,0.233,10.707
2015,United States,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,10.94840668
2016,United States,7.104,1.04782,0.779,0.48163,0.14868,0.41077,10.9685672
2017,United States,6.993000031,1.419920564,0.774286628,0.505740523,0.135638788,0.392578781,11.00392577
2018,United States,6.886,1.471,0.819,0.547,0.133,0.291,11.051912
2019,United States,6.892,1.457,0.874,0.454,0.128,0.28,11.08643377
2020,United States,6.939599991,0.914219022,68.29949951,0.842619538,0.699715316,0.149891734,11.06026566
2021,United States,6.951,0.92,68.2,0.837,0.698,0.098,11.023
2015,Uruguay,6.485,1.2089,0.8116,0.60362,0.24558,0.2324,9.914306834
